country, order_value_EUR , cost ,date,category,customer_name,sales_manager,sales_rep,device_type,order_id
France,"144,927.17",122260.56,9/7/2020,Appliances,Romaguera-Dietrich,Othello Bowes,Crysta Halls,PC,29-9208067
Netherlands,"203,231.73",163052.82,12/23/2019,Books,Schuster Inc,Denice Amberg,Nero Harbisher,PC,21-2357660
Portugal,"40,467.85",34656.67,2/28/2020,Smartphones,"Swaniawski, Runolfsson and Green",Celine Tumasian,Corene Shirer,Tablet,16-3842379
Sweden,"85,156.70",69479.35,5/19/2020,Beauty,"Lubowitz, McLaughlin and Erdman",Maxie Marrow,Caro Morfield,PC,58-5376153
Portugal,"66,146.57",56145.21,4/7/2020,Electronics,Hessel-Stiedemann,Celine Tumasian,Brynn Dempster,PC,04-1808253
Bulgaria,"230,669.37",182321.07,6/5/2019,Books,Altenwerth-Konopelski,Charil Alpe,Bernadine Fullagar,PC,44-9036885
UK,"59,043.39",48876.12,10/27/2020,Smartphones,"Murray, Reichel and Nolan",Jessamine Apark,Genevra Charrisson,PC,35-0548738
Ireland,"99,887.86",84045.65,3/10/2020,Electronics,Friesen-Rath,Glenine Suttaby,Bunnie Tonbridge,PC,64-0103144
Netherlands,"214,983.15",180413.86,6/11/2019,Beauty,McClure Inc,Denice Amberg,Nero Harbisher,Tablet,48-7080069
Portugal,"52,209.31",41480.30,3/26/2019,Beauty,McClure Inc,Celine Tumasian,Corene Shirer,PC,05-2772504
Sweden,"83,782.11",67310.55,2/10/2019,Electronics,"Christiansen, Donnelly and Bechtelar",Maxie Marrow,Madelon Bront,PC,42-2439801
Portugal,"166,367.16",135788.88,11/2/2020,Beauty,Wisoky Inc,Celine Tumasian,Smitty Culverhouse,PC,82-8353642
UK,"167,615.14",135567.12,12/30/2020,Smartphones,Johns and Sons,Jessamine Apark,Winny Agnolo,PC,16-5450021
Sweden,"118,030.70",97304.51,9/4/2019,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,80-1021367
Netherlands,"102,073.04",81770.71,3/2/2020,Outdoors,"Farrell, Swaniawski and Crist",Denice Amberg,Nero Harbisher,Mobile,03-3076058
Finland,"99,989.89",81191.79,11/15/2019,Appliances,Corwin and Sons,Hube Corey,Wat Bowkley,PC,92-4440351
Sweden,"79,407.28",64383.42,7/21/2020,Accessories,"Jacobson, Marvin and Brown",Maxie Marrow,Alyosha Meah,PC,15-3268783
France,"184,431.48",153059.69,12/7/2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,Mobile,44-7664180
Portugal,"144,725.34",115056.65,1/15/2019,Smartphones,Wisoky Inc,Celine Tumasian,Aurelie Wren,PC,92-7042708
UK,"21,921.66",18802.21,3/5/2020,Smartphones,"Swaniawski, Runolfsson and Green",Jessamine Apark,Jay Morefield,Tablet,21-8595718
Portugal,"21,341.66",16930.34,3/28/2019,Games,Romaguera-Haley,Celine Tumasian,Smitty Culverhouse,PC,06-4611284
Sweden,"84,537.20",69405.04,1/19/2020,Games,"Keeling, Monahan and Pollich",Maxie Marrow,Tarrah Castelletti,Mobile,04-4730440
France,"40,544.43",32666.65,8/1/2020,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,89-7467187
Finland,"178,189.57",153421.22,8/9/2019,Games,Johns and Sons,Hube Corey,Mellicent Mattys,PC,37-7100862
France,"36,276.11",28748.82,3/23/2019,Games,Johns and Sons,Othello Bowes,Ora Grennan,PC,20-9472915
Sweden,"36,181.81",29698.03,10/27/2020,Appliances,Altenwerth-Konopelski,Maxie Marrow,Madelon Bront,Tablet,82-8836162
UK,"66,613.31",55462.24,9/25/2019,Electronics,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,38-8230515
Ireland,"77,278.68",62951.21,10/2/2020,Smartphones,Dibbert Inc,Glenine Suttaby,Palm Wetherald,PC,46-8792953
UK,"149,938.36",123579.20,11/14/2020,Appliances,Johns and Sons,Jessamine Apark,Jay Morefield,PC,93-0380487
Spain,"123,953.65",101939.48,5/8/2019,Beauty,Wiza and Sons,Emalia Dinse,Perri Aldersley,PC,44-2650716
Sweden,"73,773.60",58421.31,1/21/2020,Books,Tromp LLC,Maxie Marrow,Caro Morfield,Mobile,78-7812852
Portugal,"206,869.73",180928.27,7/20/2020,Electronics,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,11-2653878
France,"63,690.72",53455.62,8/27/2020,Electronics,Hegmann Group,Othello Bowes,Crysta Halls,Mobile,74-9856135
UK,"18,897.97",16469.58,2/16/2020,Other,Hessel-Stiedemann,Jessamine Apark,Winny Agnolo,Mobile,22-8551804
Portugal,"134,807.18",108047.95,12/29/2020,Beauty,"Zieme, Bailey and Herzog",Celine Tumasian,Corene Shirer,PC,76-2368068
UK,"47,082.67",37882.72,6/30/2020,Games,"Schowalter, Lesch and Beahan",Jessamine Apark,Winny Agnolo,PC,83-0606533
Portugal,"41,016.31",32985.32,5/9/2019,Beauty,Homenick-Marvin,Celine Tumasian,Corene Shirer,Tablet,84-1745028
Sweden,"43,243.45",37764.50,5/16/2019,Clothing,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,63-2957047
Sweden,"88,832.28",71501.10,12/23/2019,Electronics,"Murray, Reichel and Nolan",Maxie Marrow,Tarrah Castelletti,PC,90-3993986
France,"173,456.40",149866.33,9/25/2019,Books,Johns and Sons,Othello Bowes,Avrit Chanders,Mobile,00-1398218
Spain,"90,926.92",73050.69,3/24/2020,Smartphones,"Leffler, Prohaska and Streich",Emalia Dinse,Perri Aldersley,PC,09-9618844
Sweden,"72,757.01",63378.63,3/5/2020,Other,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,96-5143420
France,"60,068.71",47688.55,5/9/2020,Other,Friesen-Rath,Othello Bowes,Crysta Halls,PC,99-0862667
France,"105,522.72",86581.39,2/16/2019,Clothing,Gislason-Stanton,Othello Bowes,Amelina Piscopiello,PC,79-6118087
Luxembourg,"61,374.06",49099.25,2/20/2020,Games,"Murray, Reichel and Nolan",Ilsa Kob,Jocelyn Laurentino,PC,07-5296371
Portugal,"76,856.57",65535.60,5/31/2019,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Hortense Gerring,PC,93-9111830
Spain,"174,262.11",143278.31,4/5/2019,Games,Hessel-Stiedemann,Emalia Dinse,Perri Aldersley,PC,47-0713476
Sweden,"151,315.26",121173.26,5/23/2019,Beauty,Wiza and Sons,Maxie Marrow,Caro Morfield,PC,92-2645259
Ireland,"50,495.53",40749.89,8/31/2020,Smartphones,"Heaney, Gulgowski and Kshlerin",Glenine Suttaby,Palm Wetherald,Mobile,93-4118211
UK,"36,534.09",31138.00,7/17/2020,Appliances,Wunsch LLC,Jessamine Apark,Winny Agnolo,PC,90-7039701
France,"134,243.39",113019.51,1/21/2019,Beauty,Kihn Inc,Othello Bowes,Maighdiln Upcraft,PC,64-1003834
France,"56,068.70",47378.05,2/6/2019,Games,"Dickinson, Hyatt and Berge",Othello Bowes,Ora Grennan,PC,24-2679038
France,"31,161.76",27300.82,5/9/2020,Beauty,"Hermiston, Simonis and Wisoky",Othello Bowes,Maighdiln Upcraft,Mobile,06-4986886
France,"98,915.41",85176.06,4/2/2020,Electronics,Schoen-Keeling,Othello Bowes,Ora Grennan,Mobile,63-5897834
Ireland,"114,232.68",95795.52,3/23/2019,Clothing,Johns and Sons,Glenine Suttaby,Bunnie Tonbridge,Tablet,45-6860897
Luxembourg,"71,360.36",59750.03,1/2/2019,Electronics,Tillman and Sons,Ilsa Kob,Jocelyn Laurentino,PC,40-9830607
Portugal,"87,459.79",69967.83,11/16/2020,Beauty,Romaguera-Haley,Celine Tumasian,Brynn Dempster,Mobile,09-8360520
Finland,"52,388.85",45641.17,7/31/2020,Electronics,Johns and Sons,Hube Corey,Mellicent Mattys,PC,55-6785409
Sweden,"178,304.35",153573.54,12/9/2020,Electronics,Dibbert Inc,Maxie Marrow,Tarrah Castelletti,PC,12-4881666
UK,"80,013.81",65587.32,1/27/2020,Electronics,Romaguera-Dietrich,Jessamine Apark,Winny Agnolo,PC,86-7866497
Ireland,"88,684.70",75337.65,1/23/2020,Other,"Leffler, Prohaska and Streich",Glenine Suttaby,Palm Wetherald,PC,12-2375671
UK,"161,773.31",138283.83,4/30/2019,Books,Johns and Sons,Jessamine Apark,Jay Morefield,PC,56-6310976
France,"108,968.67",88395.39,10/17/2019,Books,Johns and Sons,Othello Bowes,Ora Grennan,PC,08-4398900
UK,"50,374.22",44047.22,10/7/2019,Games,Armstrong-Little,Jessamine Apark,Genevra Charrisson,PC,23-3084772
Sweden,"174,380.20",151518.96,1/2/2019,Appliances,Larkin-Collier,Maxie Marrow,Tarrah Castelletti,PC,33-8484080
Bulgaria,"81,482.69",64721.70,2/9/2019,Electronics,Johns and Sons,Charil Alpe,Shermy McGready,PC,28-0362135
France,"108,158.80",89328.35,10/9/2020,Appliances,Altenwerth-Konopelski,Othello Bowes,Crysta Halls,PC,53-4511393
Portugal,"76,943.74",62870.73,6/1/2019,Electronics,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,50-0521963
Portugal,"57,345.79",45716.06,11/9/2020,Clothing,Walter LLC,Celine Tumasian,Hortense Gerring,PC,75-6127722
Sweden,"71,049.09",58842.86,8/15/2019,Outdoors,Corwin and Sons,Maxie Marrow,Madelon Bront,PC,99-3994854
France,"79,205.19",65423.49,5/7/2019,Games,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Avrit Chanders,Tablet,45-5157875
France,"42,290.45",34255.26,11/10/2019,Clothing,Walter LLC,Othello Bowes,Avrit Chanders,Tablet,97-8921759
France,"110,090.36",93433.69,2/1/2019,Clothing,"Leffler, Prohaska and Streich",Othello Bowes,Maighdiln Upcraft,PC,43-6672888
France,"121,043.69",96750.22,9/28/2020,Books,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,28-6152726
Finland,"130,251.55",105386.53,8/5/2019,Beauty,Johns and Sons,Hube Corey,Mellicent Mattys,PC,26-1201622
France,"156,110.40",132584.56,7/22/2019,Beauty,Stehr LLC,Othello Bowes,Maighdiln Upcraft,PC,18-3315246
Sweden,"122,273.00",104531.19,1/7/2020,Appliances,Romaguera-Haley,Maxie Marrow,Caro Morfield,PC,40-9114557
Portugal,"126,021.10",101762.04,6/13/2020,Beauty,Johns and Sons,Celine Tumasian,Hortense Gerring,Mobile,34-8443139
Sweden,"69,565.47",57808.91,5/23/2020,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,79-0393736
Bulgaria,"174,271.91",142083.89,5/20/2019,Clothing,Hessel-Stiedemann,Charil Alpe,Shermy McGready,PC,58-2923511
Portugal,"61,994.02",54250.97,2/19/2019,Books,Friesen-Rath,Celine Tumasian,Corene Shirer,PC,84-1343954
Sweden,"207,379.28",166442.61,12/18/2019,Accessories,Franecki-White,Maxie Marrow,Anita Woakes,PC,43-9259516
Sweden,"153,823.74",129258.09,11/30/2020,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,Mobile,53-0009701
Portugal,"251,003.51",214105.99,7/30/2019,Clothing,Hilll-Vandervort,Celine Tumasian,Hortense Gerring,PC,50-2002828
UK,"78,013.63",64509.47,4/4/2020,Clothing,"Keeling, Monahan and Pollich",Jessamine Apark,Genevra Charrisson,PC,90-6933957
Finland,"204,138.34",165617.44,6/20/2019,Clothing,"Hartmann, Hane and Pfannerstill",Hube Corey,Wat Bowkley,Tablet,98-4201877
Ireland,"81,358.58",68918.85,8/21/2020,Books,Tillman and Sons,Glenine Suttaby,Palm Wetherald,Mobile,86-2962836
Portugal,"81,458.94",64434.02,11/14/2019,Books,Johns and Sons,Celine Tumasian,Aurelie Wren,PC,76-5324325
Sweden,"79,313.86",63316.25,3/1/2020,Appliances,"Dickinson, Hyatt and Berge",Maxie Marrow,Madelon Bront,PC,36-3226083
Finland,"100,978.49",86568.86,8/9/2019,Appliances,Johns and Sons,Hube Corey,Wat Bowkley,PC,00-8086430
Portugal,"172,444.09",149681.47,1/5/2019,Smartphones,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,98-0946281
UK,"111,523.01",98017.57,3/2/2020,Outdoors,Kihn Inc,Jessamine Apark,Winny Agnolo,PC,82-4770311
UK,"62,947.82",49967.98,10/16/2019,Accessories,"Schowalter, Lesch and Beahan",Jessamine Apark,Genevra Charrisson,PC,34-0265266
France,"80,294.56",65295.54,10/4/2019,Books,Considine-Fisher,Othello Bowes,Avrit Chanders,PC,47-9858688
France,"234,961.46",199388.30,6/2/2019,Accessories,"Heaney, Gulgowski and Kshlerin",Othello Bowes,Maighdiln Upcraft,Mobile,24-9178520
France,"214,615.79",177637.49,6/30/2019,Games,"Bashirian, Okuneva and Bechtelar",Othello Bowes,Amelina Piscopiello,PC,17-5553034
France,"173,418.59",140746.53,5/19/2019,Electronics,Hessel-Stiedemann,Othello Bowes,Maighdiln Upcraft,PC,03-5073152
France,"27,400.69",22832.99,9/18/2019,Electronics,Friesen and Sons,Othello Bowes,Maighdiln Upcraft,PC,19-8109416
Portugal,"179,323.22",150739.10,8/8/2020,Smartphones,Homenick-Marvin,Celine Tumasian,Brynn Dempster,Tablet,16-5710075
Portugal,"135,211.42",108534.21,8/12/2019,Clothing,Larkin-Collier,Celine Tumasian,Corene Shirer,PC,78-5541691
France,"186,209.44",148818.58,6/24/2019,Clothing,Friesen-Rath,Othello Bowes,Avrit Chanders,Mobile,69-8016438
Ireland,"127,591.73",108988.86,4/30/2020,Games,"Swaniawski, Runolfsson and Green",Glenine Suttaby,Palm Wetherald,Mobile,43-7205800
Sweden,"53,093.47",42533.18,10/25/2020,Clothing,Romaguera-Haley,Maxie Marrow,Anita Woakes,PC,84-2496865
Netherlands,"28,787.17",24610.15,8/6/2019,Games,McGlynn-Prosacco,Denice Amberg,Nero Harbisher,PC,13-4700827
UK,"49,930.87",40174.38,2/21/2020,Outdoors,Labadie and Sons,Jessamine Apark,Genevra Charrisson,PC,10-5202864
Portugal,"48,763.58",39435.11,7/14/2020,Smartphones,Labadie and Sons,Celine Tumasian,Smitty Culverhouse,PC,29-6521179
France,"71,079.80",56778.54,11/15/2019,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Avrit Chanders,PC,30-9137723
Sweden,"43,158.94",36244.88,5/13/2019,Electronics,West-Cummings,Maxie Marrow,Anita Woakes,PC,55-4422832
France,"117,538.82",100719.02,7/3/2019,Beauty,Wisoky Inc,Othello Bowes,Avrit Chanders,PC,12-1257338
Portugal,"45,725.53",36571.28,7/7/2020,Other,Schoen-Keeling,Celine Tumasian,Aurelie Wren,Mobile,66-6777720
Portugal,"77,522.57",64227.45,7/31/2019,Outdoors,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,53-3568171
Germany,"44,118.50",38250.74,3/4/2020,Electronics,Romaguera-Dietrich,Rickard Doogood,Casie MacBain,Mobile,77-6124790
UK,"242,526.00",212113.24,6/3/2019,Clothing,Hegmann Group,Jessamine Apark,Winny Agnolo,PC,09-3668672
France,"140,635.94",115194.90,12/8/2020,Smartphones,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,00-5823706
Portugal,"157,754.36",132166.60,8/9/2019,Books,"Bashirian, Okuneva and Bechtelar",Celine Tumasian,Aurelie Wren,Mobile,67-8646070
France,"88,977.22",72534.23,10/3/2020,Books,Franecki-White,Othello Bowes,Ora Grennan,PC,58-1975365
Portugal,"74,231.25",61604.51,11/11/2019,Beauty,Gislason-Stanton,Celine Tumasian,Brynn Dempster,Mobile,99-7842298
Sweden,"131,402.37",106383.36,10/3/2019,Beauty,Johns and Sons,Maxie Marrow,Anita Woakes,PC,80-8019337
Sweden,"156,505.37",128647.41,5/4/2019,Electronics,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,76-8416893
Portugal,"139,200.81",120172.06,8/23/2019,Games,Johns and Sons,Celine Tumasian,Brynn Dempster,PC,19-3893110
Sweden,"121,292.94",104384.70,3/23/2019,Beauty,Schoen-Keeling,Maxie Marrow,Tarrah Castelletti,PC,17-3994138
France,"84,712.13",73004.91,7/11/2020,Books,Altenwerth-Konopelski,Othello Bowes,Ora Grennan,PC,29-8090560
Portugal,"172,202.38",149816.07,4/9/2019,Appliances,Morissette Group,Celine Tumasian,Hortense Gerring,Tablet,75-5652593
Sweden,"108,978.79",95432.73,11/28/2019,Games,"Bashirian, Okuneva and Bechtelar",Maxie Marrow,Madelon Bront,PC,84-5276032
Portugal,"69,871.92",58014.66,9/6/2020,Games,Johns and Sons,Celine Tumasian,Smitty Culverhouse,PC,01-4729172
France,"184,221.20",150324.50,6/15/2019,Electronics,Hessel-Stiedemann,Othello Bowes,Amelina Piscopiello,PC,70-3373325
France,"57,348.43",47587.73,1/12/2019,Clothing,Hessel-Stiedemann,Othello Bowes,Crysta Halls,PC,73-6329299
France,"197,581.29",169485.23,12/13/2019,Electronics,"Christiansen, Donnelly and Bechtelar",Othello Bowes,Ora Grennan,PC,74-6221213
Portugal,"101,321.52",86710.96,2/17/2019,Games,Dibbert Inc,Celine Tumasian,Brynn Dempster,PC,53-1326953
UK,"124,234.91",98244.97,9/19/2020,Outdoors,Johns and Sons,Jessamine Apark,Genevra Charrisson,PC,56-7081196
Portugal,"254,883.03",213413.56,12/12/2019,Appliances,"Dickinson, Hyatt and Berge",Celine Tumasian,Corene Shirer,PC,85-9560144
France,"57,333.85",46308.55,10/24/2020,Other,Goldner-Dibbert,Othello Bowes,Amelina Piscopiello,PC,35-9605742
Portugal,"65,760.39",56672.30,10/9/2020,Smartphones,"Schowalter, Lesch and Beahan",Celine Tumasian,Aurelie Wren,PC,30-0037690
Portugal,"53,485.00",46713.80,2/18/2020,Clothing,Johns and Sons,Celine Tumasian,Corene Shirer,PC,75-6038587
France,"154,950.74",133195.66,10/9/2019,Smartphones,Kihn Inc,Othello Bowes,Crysta Halls,Tablet,45-8966277
UK,"19,949.11",16364.25,2/25/2019,Beauty,Smith Group,Jessamine Apark,Winny Agnolo,Tablet,23-0941629
France,"124,784.67",106853.11,5/22/2020,Electronics,"Swaniawski, Runolfsson and Green",Othello Bowes,Ora Grennan,Tablet,44-2757396
Luxembourg,"120,831.28",95746.71,5/22/2020,Outdoors,Stamm-Zulauf,Ilsa Kob,Jocelyn Laurentino,PC,21-4464304
Portugal,"127,631.89",110963.17,11/24/2019,Clothing,"Schowalter, Lesch and Beahan",Celine Tumasian,Corene Shirer,PC,02-8721192
Luxembourg,"68,984.17",59560.93,1/11/2019,Beauty,"Schmitt, Purdy and Johnson",Ilsa Kob,Jocelyn Laurentino,PC,46-9710750
France,"56,823.17",46583.63,12/21/2019,Beauty,"Rowe, Hermiston and Kessler",Othello Bowes,Ora Grennan,Mobile,26-1781486
Portugal,"126,974.92",101516.45,1/13/2019,Games,Larkin-Collier,Celine Tumasian,Hortense Gerring,PC,57-7927520
Portugal,"121,736.23",106214.86,5/6/2020,Accessories,"Zieme, Bailey and Herzog",Celine Tumasian,Smitty Culverhouse,PC,95-4271285
France,"150,287.47",123611.44,8/5/2020,Books,"Fisher, Morar and Skiles",Othello Bowes,Avrit Chanders,PC,66-4296261
Finland,"93,007.22",81837.05,11/9/2020,Outdoors,McGlynn-Prosacco,Hube Corey,Wat Bowkley,PC,24-8477374
Ireland,"165,747.20",132912.68,1/21/2020,Books,"Farrell, Swaniawski and Crist",Glenine Suttaby,Bunnie Tonbridge,PC,96-1991854
Sweden,"177,215.51",155807.88,5/7/2019,Clothing,"Schmitt, Purdy and Johnson",Maxie Marrow,Alyosha Meah,PC,54-3353166
France,"99,132.04",78819.89,3/21/2020,Smartphones,Kirlin and Sons,Othello Bowes,Avrit Chanders,PC,44-6408586
Germany,"180,519.86",145968.36,7/4/2019,Games,"Jacobson, Marvin and Brown",Rickard Doogood,Casie MacBain,PC,86-6107692
France,"68,173.22",54040.91,11/14/2020,Smartphones,Larkin-Collier,Othello Bowes,Amelina Piscopiello,PC,89-7513050
Portugal,"97,439.36",79773.60,8/8/2019,Games,Labadie and Sons,Celine Tumasian,Brynn Dempster,PC,54-2767741
Sweden,"103,638.67",84030.23,10/22/2020,Electronics,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,24-6905998
Sweden,"169,810.63",145952.24,11/28/2020,Smartphones,"Schowalter, Lesch and Beahan",Maxie Marrow,Caro Morfield,PC,35-0173281
France,"75,264.84",61694.59,9/16/2020,Clothing,Tillman and Sons,Othello Bowes,Ora Grennan,Mobile,93-5465623
Spain,"58,933.16",51855.29,9/20/2019,Electronics,"Schowalter, Lesch and Beahan",Emalia Dinse,Bertha Walbrook,Mobile,67-2823354
Portugal,"168,773.60",137398.59,8/22/2019,Games,Tillman and Sons,Celine Tumasian,Corene Shirer,PC,28-0622425
Portugal,"152,676.77",122385.70,7/7/2020,Outdoors,"Spencer, Rogahn and Muller",Celine Tumasian,Smitty Culverhouse,PC,84-0679518
Portugal,"116,556.81",95448.37,5/24/2020,Outdoors,"Hermiston, Simonis and Wisoky",Celine Tumasian,Hortense Gerring,PC,95-1195568
France,"310,539.00",248275.93,12/11/2020,Electronics,Johns and Sons,Othello Bowes,Ora Grennan,PC,57-2495984
Portugal,"106,325.72",92705.40,9/19/2019,Games,Goldner-Dibbert,Celine Tumasian,Aurelie Wren,Mobile,77-5229094
Sweden,"90,602.07",71630.00,3/5/2020,Electronics,McGlynn-Bergstrom,Maxie Marrow,Tarrah Castelletti,PC,09-3747816
Spain,"120,012.56",97762.23,5/11/2020,Games,"Schmitt, Purdy and Johnson",Emalia Dinse,Bertha Walbrook,Mobile,62-9738356
France,"143,658.22",123158.19,10/30/2020,Appliances,Wisoky Inc,Othello Bowes,Amelina Piscopiello,PC,22-6938537
Portugal,"263,571.82",216155.25,6/8/2020,Outdoors,"Dickinson, Hyatt and Berge",Celine Tumasian,Aurelie Wren,PC,11-0955383
France,"131,097.05",109203.84,6/26/2020,Beauty,Larkin-Collier,Othello Bowes,Maighdiln Upcraft,PC,80-1374023
Italy,"127,830.38",103874.97,5/21/2020,Games,Romaguera-Dietrich,Piggy Roscrigg,Joshua Prevost,PC,66-7112079
Portugal,"129,353.22",111593.02,1/18/2019,Games,Kihn Inc,Celine Tumasian,Corene Shirer,Mobile,31-2600204
Sweden,"176,473.32",139413.92,6/22/2019,Games,Wisoky Inc,Maxie Marrow,Anita Woakes,PC,00-7031798
Denmark,"43,609.57",34634.72,3/1/2020,Appliances,Walter LLC,Modestia Byfford,Cobby Andersen,PC,20-1827241
Portugal,"137,562.42",112140.88,4/14/2020,Clothing,Dibbert Inc,Celine Tumasian,Hortense Gerring,PC,80-5941460
France,"51,504.50",44592.60,9/22/2019,Appliances,Dibbert Inc,Othello Bowes,Amelina Piscopiello,PC,17-3240628
France,"38,750.53",31298.80,9/1/2019,Outdoors,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,22-5929243
France,"111,676.46",92791.97,6/8/2019,Beauty,Armstrong-Little,Othello Bowes,Ora Grennan,PC,35-7483371
Sweden,"46,849.71",39630.17,8/26/2019,Beauty,"Leffler, Prohaska and Streich",Maxie Marrow,Anita Woakes,PC,71-1921602
Sweden,"296,844.24",244926.18,6/8/2019,Other,Walter LLC,Maxie Marrow,Tarrah Castelletti,PC,22-9949979
Portugal,"163,492.16",134178.02,8/12/2020,Appliances,"Shanahan, Schaden and Parker",Celine Tumasian,Corene Shirer,PC,06-8466490
France,"116,206.87",93104.94,4/15/2019,Games,"Keeling, Monahan and Pollich",Othello Bowes,Amelina Piscopiello,PC,34-6603897
France,"195,214.72",154649.10,6/26/2019,Books,"Keeling, Monahan and Pollich",Othello Bowes,Maighdiln Upcraft,PC,92-3462655
France,"168,226.52",136818.63,1/25/2020,Smartphones,Altenwerth-Konopelski,Othello Bowes,Avrit Chanders,PC,26-9826298
Sweden,"249,842.77",218737.35,7/9/2020,Books,Hessel-Stiedemann,Maxie Marrow,Alyosha Meah,PC,39-5542863
Netherlands,"105,678.39",89720.95,5/7/2020,Games,Hegmann Group,Denice Amberg,Nero Harbisher,Mobile,18-1809309
Portugal,"253,580.08",212449.39,7/6/2020,Games,Wyman Group,Celine Tumasian,Brynn Dempster,PC,51-0837613
France,"56,705.66",46986.31,2/1/2019,Outdoors,Johns and Sons,Othello Bowes,Crysta Halls,PC,46-0117523
Sweden,"35,354.22",30517.76,2/27/2019,Smartphones,"Dickinson, Hyatt and Berge",Maxie Marrow,Caro Morfield,PC,58-1079558
Portugal,"25,834.34",22450.04,3/13/2020,Electronics,Romaguera-Dietrich,Celine Tumasian,Brynn Dempster,Mobile,49-9010863
Portugal,"121,928.48",98408.48,9/19/2019,Clothing,Altenwerth-Konopelski,Celine Tumasian,Brynn Dempster,Mobile,58-2028009
France,"167,935.31",137942.06,4/18/2019,Games,Romaguera-Haley,Othello Bowes,Amelina Piscopiello,PC,03-4045721
Portugal,"151,151.77",124035.14,12/30/2019,Appliances,"Rowe, Hermiston and Kessler",Celine Tumasian,Aurelie Wren,PC,80-3039005
France,"95,966.17",75976.42,8/24/2019,Electronics,Littel-Blick,Othello Bowes,Amelina Piscopiello,PC,90-4449856
Portugal,"123,424.43",98171.79,4/11/2019,Clothing,"Spencer, Rogahn and Muller",Celine Tumasian,Corene Shirer,PC,82-2837449
France,"128,221.13",102217.88,6/21/2020,Clothing,Johns and Sons,Othello Bowes,Amelina Piscopiello,PC,21-4033151
Portugal,"204,133.95",167553.15,6/13/2020,Games,"Leffler, Prohaska and Streich",Celine Tumasian,Corene Shirer,PC,98-6563368
Sweden,"89,376.84",73646.52,2/17/2019,Beauty,Johns and Sons,Maxie Marrow,Alyosha Meah,PC,21-2589548
Sweden,"110,837.96",92106.34,2/25/2019,Electronics,"Dickinson, Hyatt and Berge",Maxie Marrow,Alyosha Meah,PC,52-7049356
Netherlands,"118,026.37",99873.91,7/4/2020,Appliances,Hessel-Stiedemann,Denice Amberg,Nero Harbisher,PC,35-1708827
Portugal,"177,208.76",151779.30,1/2/2019,Appliances,Romaguera-Dietrich,Celine Tumasian,Smitty Culverhouse,Mobile,22-1266257
Sweden,"97,148.34",77806.11,4/29/2020,Books,Romaguera-Dietrich,Maxie Marrow,Tarrah Castelletti,PC,44-9978904
Spain,"144,530.35",115407.48,8/4/2020,Other,"Swaniawski, Runolfsson and Green",Emalia Dinse,Manuel Goudie,PC,63-1220717
Sweden,"45,261.84",37816.27,11/21/2020,Beauty,Tillman and Sons,Maxie Marrow,Madelon Bront,PC,40-0265810
Bulgaria,"105,277.20",90759.47,11/21/2019,Books,"Spencer, Rogahn and Muller",Charil Alpe,Shermy McGready,PC,56-6094665
Denmark,"65,822.05",54790.27,11/11/2020,Clothing,"Keeling, Monahan and Pollich",Modestia Byfford,Case Desorts,PC,75-3776704
France,"78,540.62",63987.04,10/8/2019,Clothing,Considine-Fisher,Othello Bowes,Crysta Halls,PC,55-1050582
Italy,"37,636.91",30847.21,3/16/2020,Appliances,West-Cummings,Piggy Roscrigg,Joshua Prevost,Mobile,78-8602908
Portugal,"138,127.81",115240.03,5/24/2020,Appliances,"Hamill, Kulas and Roob",Celine Tumasian,Corene Shirer,PC,30-3460885
Ireland,"37,892.58",30010.92,1/21/2019,Electronics,Johns and Sons,Glenine Suttaby,Palm Wetherald,PC,59-0348389
Bulgaria,"65,329.65",53237.13,2/26/2020,Clothing,"Christiansen, Donnelly and Bechtelar",Charil Alpe,Shermy McGready,Mobile,91-7447818
France,"167,072.72",135044.88,10/21/2019,Clothing,O'Connell-Mitchell,Othello Bowes,Ora Grennan,PC,37-6449638
France,"164,243.32",134121.10,5/20/2019,Smartphones,Kirlin and Sons,Othello Bowes,Amelina Piscopiello,PC,38-2806168
